Name,Role,type,coach_id
Butch Davis,Secondary,Worked For,PagaCh0
John Harbaugh,"Defensive Coordinator, Secondary",Worked For,PagaCh0
Matt Nagy,Defensive Coordinator,Worked For,PagaCh0
Art Shell,Secondary,Worked For,PagaCh0
Norv Turner,Secondary,Worked For,PagaCh0
Bruce Arians,Offensive Coordinator/Interim Head Coach,Employed,PagaCh0
Rob Chudzinski,"Associate HC/Interim OC, Offensive Coordinator, Special Asst. to Head Coach",Employed,PagaCh0
Joe Philbin,Asst. Head Coach/Offensive Line,Employed,PagaCh0
Cam Cameron,Wide Receivers,Worked For,RobiTe0
Romeo Crennel,Wide Receivers,Worked For,RobiTe0
Butch Davis,"Offensive Coordinator/Interim HC, Wide Receivers",Worked For,RobiTe0
Tom Flores,"Asst. RB Coach, Asst. ST Coach",Worked For,RobiTe0
Doug Marrone,Running Backs,Worked For,RobiTe0
Sean McDermott,Wide Receivers,Worked For,RobiTe0
Mike Mularkey,Offensive Coordinator,Worked For,RobiTe0
Dan Quinn,Wide Receivers,Worked For,RobiTe0
Mike Shanahan,"Offensive Coordinator, Tight Ends",Worked For,RobiTe0
Art Shell,Offensive Coordinator,Worked For,RobiTe0
Mike Smith,"Asst. Head Coach/Wide Receivers, Wide Receivers",Worked For,RobiTe0
Norv Turner,"Passing Game Coordinator, Passing Game Coordinator/Interim HC, Wide Receivers",Worked For,RobiTe0
Todd Bowles,Secondary,Employed,RobiTe0
Dave Campo,Defensive Coordinator,Employed,RobiTe0
Rob Chudzinski,Offensive Coordinator/Tight Ends,Employed,RobiTe0
Chuck Pagano,Secondary,Employed,RobiTe0
Ray Rhodes,Defensive Coordinator,Employed,RobiTe0
Jerry Rosburg,Special Teams Coordinator,Employed,RobiTe0
Romeo Crennel,Special Teams Coordinator,Worked For,RosbJe0
Butch Davis,Special Teams Coordinator,Worked For,RosbJe0
Nathaniel Hackett,Senior Assistant/Interim Head Coach,Worked For,RosbJe0
John Harbaugh,Special Teams Coordinator,Worked For,RosbJe0
Bobby Petrino,Special Teams Coordinator,Worked For,RosbJe0
Dom Capers,Senior Defensive Asst.,Employed,RosbJe0
Pete Carroll,"Associate Head Coach, Associate Head Coach-Offense, Asst. Head Coach/QB, Quarterbacks, Tight Ends",Worked For,SmitCa0
Butch Davis,Quarterbacks,Worked For,SmitCa0
Jack Del Rio,Offensive Coordinator,Worked For,SmitCa0
Eric Mangini,Quarterbacks,Worked For,SmitCa0
Jim Mora,Offensive Coordinator,Worked For,SmitCa0
Bill O'Brien,Quarterbacks,Worked For,SmitCa0
Rick Venturi,Offensive Coordinator,Worked For,SmitCa0
Butch Davis,Defensive Coordinator,Worked For,CampDa0
Jack Del Rio,Secondary,Worked For,CampDa0
Chan Gailey,Defensive Coordinator,Worked For,CampDa0
Jason Garrett,Secondary,Worked For,CampDa0
Jimmy Johnson,"Defensive Assistant, Defensive Backs",Worked For,CampDa0
Wade Phillips,Secondary,Worked For,CampDa0
Barry Switzer,"Defensive Backs, Defensive Coordinator",Worked For,CampDa0
Bruce Coslet,Offensive Coordinator,Employed,CampDa0
Mike Zimmer,Defensive Coordinator,Employed,CampDa0
Dave Campo,Offensive Coordinator,Worked For,CoslBr0
Forrest Gregg,Wide Receivers,Worked For,CoslBr0
David Shula,"Offensive Coordinator, Offensive Coordinator/Interim HC",Worked For,CoslBr0
Bill Walsh,Tight Ends,Worked For,CoslBr0
Sam Wyche,"Offensive Coordinator, Wide Receivers",Worked For,CoslBr0
Pete Carroll,Defensive Coordinator,Employed,CoslBr0
Dick LeBeau,"Defensive Coordinator, Defensive Coordinator/Interim HC",Employed,CoslBr0
Gary Moeller,Tight Ends,Employed,CoslBr0
Dave Campo,Defensive Coordinator,Worked For,ZimmMi0
Chan Gailey,Defensive Backs Coach,Worked For,ZimmMi0
Marvin Lewis,Defensive Coordinator,Worked For,ZimmMi0
Mike McCarthy,Defensive Coordinator,Worked For,ZimmMi0
Bill Parcells,Defensive Coordinator,Worked For,ZimmMi0
Bobby Petrino,Defensive Coordinator,Worked For,ZimmMi0
Barry Switzer,"Assistant Coach, Defensive Backs Coach",Worked For,ZimmMi0
Dom Capers,Senior Defensive Asst.,Employed,ZimmMi0
Jonathan Gannon,Asst. Defensive Backs,Employed,ZimmMi0
Gary Kubiak,"Assistant HC, Offensive Coordinator/Asst. HC",Employed,ZimmMi0
Pat Shurmur,"Offensive Coordinator, Tight Ends/Interim Offensive Coordinator",Employed,ZimmMi0
Tony Sparano,Offensive Line,Employed,ZimmMi0
Kevin Stefanski,"Offensive Coordinator, Quarterbacks, Running Backs, Tight Ends",Employed,ZimmMi0
Norv Turner,Offensive Coordinator,Employed,ZimmMi0
Dave Campo,Linebackers,Worked For,GibbGa0
Romeo Crennel,Linebackers/Defensive Coordinator,Worked For,GibbGa0
Todd Haley,Linebackers,Worked For,GibbGa0
Bill Parcells,Linebackers,Worked For,GibbGa0
Sean Payton,Defensive Coordinator,Worked For,GibbGa0
Andy Reid,Linebackers,Worked For,GibbGa0
Dave Campo,Defensive Line,Worked For,PattAn0
Pete Carroll,Defensive Line,Worked For,PattAn0
Brian Daboll,Defensive Line,Worked For,PattAn0
Butch Davis,Defensive Line,Worked For,PattAn0
Dennis Green,Defensive Line,Worked For,PattAn0
Mike Shanahan,Defensive Line,Worked For,PattAn0
Mike Zimmer,"Co-Defensive Coordinator/Defensive Line, Defensive Line",Worked For,PattAn0
Dave Campo,Defensive Backs,Worked For,PendCl0
Butch Davis,Linebackers,Worked For,PendCl0
Jeff Fisher,Quality Control,Worked For,PendCl0
Chan Gailey,Quality Control,Worked For,PendCl0
Dennis Green,Defensive Coordinator,Worked For,PendCl0
Todd Haley,Defensive Coordinator/Secondary,Worked For,PendCl0
Jim Harbaugh,Linebackers,Worked For,PendCl0
Barry Switzer,Quality Control,Worked For,PendCl0
Jim Tomsula,Linebackers,Worked For,PendCl0
Ken Whisenhunt,Defensive Coordinator,Worked For,PendCl0
Rich Brooks,Offensive Coordinator,Worked For,ReilJa0
Dave Campo,"Offensive Assistant, Offensive Coordinator",Worked For,ReilJa0
Pete Carroll,Quarterbacks,Worked For,ReilJa0
Dan Henning,Quarterbacks,Worked For,ReilJa0
Bobby Ross,Quarterbacks,Worked For,ReilJa0
Art Shell,Running Backs,Worked For,ReilJa0
Barry Switzer,Quarterbacks,Worked For,ReilJa0
Dan Reeves,"Offensive Coordinator, Quarterbacks, Receivers",Worked For,ShanMi0
George Seifert,Offensive Coordinator,Worked For,ShanMi0
Jim Bates,Asst. Head Coach/Defense,Employed,ShanMi0
Jim Haslett,Defensive Coordinator,Employed,ShanMi0
Gary Kubiak,"Offensive Coordinator, Offensive Coordinator/QBs",Employed,ShanMi0
Matt LaFleur,Quarterbacks,Employed,ShanMi0
Anthony Lynn,Special Team Assistant,Employed,ShanMi0
Mike McDaniel,"Intern, Offensive Assistant, Wide Receivers",Employed,ShanMi0
Sean McVay,"Asst. Tight Ends, Tight Ends",Employed,ShanMi0
Raheem Morris,Secondary,Employed,ShanMi0
Ray Rhodes,Defensive Coordinator,Employed,ShanMi0
Terry Robiskie,"Offensive Coordinator, Tight Ends",Employed,ShanMi0
Kyle Shanahan,Offensive Coordinator,Employed,ShanMi0
Art Shell,Offensive Line,Employed,ShanMi0
John Harbaugh,Offensive Coordinator,Worked For,KubiGa0
George Seifert,Quarterbacks,Worked For,KubiGa0
Mike Shanahan,"Offensive Coordinator, Offensive Coordinator/QBs",Worked For,KubiGa0
Mike Zimmer,"Assistant HC, Offensive Coordinator/Asst. HC",Worked For,KubiGa0
Brian Callahan,Offensive Assistant,Employed,KubiGa0
Vance Joseph,Defensive Backs,Employed,KubiGa0
Matt LaFleur,Offensive Quality Control,Employed,KubiGa0
Mike McDaniel,Offensive Assistant,Employed,KubiGa0
Wade Phillips,Defensive Coordinator,Employed,KubiGa0
Ray Rhodes,Defensive Assistant,Employed,KubiGa0
Robert Saleh,"Asst. Linebackers, Defensive Quality Control",Employed,KubiGa0
Kyle Shanahan,"Offensive Coordinator, Quarterbacks, Wide Receivers",Employed,KubiGa0
Mike Sherman,"Assistant Head Coach/Offense, Offensive Coordinator",Employed,KubiGa0
Eric Studesville,Running Backs,Employed,KubiGa0
Mike Holmgren,"Defensive Coordinator, Special Projects-Defense",Worked For,RhodRa0
Gary Kubiak,Defensive Assistant,Worked For,RhodRa0
George Seifert,"Defensive Backs, Defensive Coordinator",Worked For,RhodRa0
Mike Shanahan,Defensive Coordinator,Worked For,RhodRa0
Pat Shurmur,Senior Defensive Asst.,Worked For,RhodRa0
Norv Turner,Defensive Coordinator,Worked For,RhodRa0
Bill Walsh,"Asst. DB Coach, Defensive Backs",Worked For,RhodRa0
Bill Callahan,Offensive Line,Employed,RhodRa0
Jon Gruden,Offensive Coordinator,Employed,RhodRa0
John Harbaugh,Special Teams Coordinator,Employed,RhodRa0
Mike McCarthy,Quarterbacks,Employed,RhodRa0
Sean Payton,Quarterbacks,Employed,RhodRa0
Emmitt Thomas,Defensive Coordinator,Employed,RhodRa0
Joe Vitt,"Defensive Backs, Linebackers",Employed,RhodRa0
Brian Callahan,Linebackers,Worked For,BushFr0
Jeff Fisher,Linebackers,Worked For,BushFr0
Adam Gase,"Assistant Head Coach/Linebackers, Asst. HC/Inside Linebackers, Asst. HC/Inside Linebackers/Interim DC",Worked For,BushFr0
Dennis Green,"Assistant Head Coach/Linebackers, Linebackers",Worked For,BushFr0
Gary Kubiak,"Defensive Coordinator, Senior Defensive Assistant",Worked For,BushFr0
Mike Munchak,Linebackers,Worked For,BushFr0
Jack Pardee,Linebackers,Worked For,BushFr0
Mike Shanahan,"Linebackers, Secondary/Special Teams",Worked For,BushFr0
Arthur Smith,Linebackers,Worked For,BushFr0
Jim Caldwell,Defensive Coordinator,Worked For,CoyeLa0
Pete Carroll,Defensive Line,Worked For,CoyeLa0
Jon Gruden,Defensive Line,Worked For,CoyeLa0
Mike Shanahan,"Defensive Coordinator, Linebackers, Scout",Worked For,CoyeLa0
Dennis Allen,Senior Offensive Asst.,Worked For,DennRi0
Todd Bowles,Offensive Line,Worked For,DennRi0
John Harbaugh,Quarterbacks,Worked For,DennRi0
Gary Kubiak,Offensive Coordinator,Worked For,DennRi0
Josh McDaniels,Offensive Line,Worked For,DennRi0
Sean McDermott,Offensive Coordinator,Worked For,DennRi0
Mike Shanahan,"Offensive Asst., Offensive Coordinator, Offensive Line, Special Teams",Worked For,DennRi0
Mike Zimmer,"Offensive Line/RGC, Senior Offensive Asst.",Worked For,DennRi0
Dan Campbell,Offensive Coordinator,Worked For,LynnAn0
Romeo Crennel,Running Backs,Worked For,LynnAn0
Jack Del Rio,Running Backs,Worked For,LynnAn0
Bill Parcells,Running Backs,Worked For,LynnAn0
Dan Quinn,Run Game Coordinator/RB,Worked For,LynnAn0
Rex Ryan,"Asst. Head Coach/Running Backs, Offensive Coordinator/Running Backs, Running Backs",Worked For,LynnAn0
Kyle Shanahan,Asst. Head Coach/Running Backs,Worked For,LynnAn0
Mike Shanahan,Special Team Assistant,Worked For,LynnAn0
Gus Bradley,Defensive Coordinator,Employed,LynnAn0
Aaron Kromer,Offensive Line,Employed,LynnAn0
Chris Palmer,Sr. Offensive Assistant,Employed,LynnAn0
Nick Sirianni,Wide Receivers,Employed,LynnAn0
Giff Smith,Defensive Line,Employed,LynnAn0
Shane Steichen,"Offensive Coordinator, Quarterbacks, Quarterbacks/Interim Offensive Coordinator",Employed,LynnAn0
Ken Whisenhunt,Offensive Coordinator,Employed,LynnAn0
Lane Kiffin,Defensive Line,Worked For,MillKe0
Raheem Morris,Defensive Coordinator,Worked For,MillKe0
Mike Munchak,Defensive Assistant,Worked For,MillKe0
Mike Shanahan,Assistant Defensive Line,Worked For,MillKe0
Art Shell,Defensive Line,Worked For,MillKe0
Norv Turner,Assistant Defensive Line,Worked For,MillKe0
John Harbaugh,"Offensive Coordinator/Quarterbacks, Quarterbacks, Quarterbacks/Interim Offensive Coordinator",Worked For,MornMa0
Mike Holmgren,"Offensive Quality Control, Quarterbacks",Worked For,MornMa0
Steve Mariucci,Offensive Coordinator/Quarterbacks,Worked For,MornMa0
Doug Pederson,Senior Offensive Asst.,Worked For,MornMa0
Andy Reid,"Assistant Head Coach, Assistant Head Coach/Offensive Coordinator, Offensive Coordinator/Assistant Head Coach, Senior Assistant",Worked For,MornMa0
Rex Ryan,Offensive Coordinator,Worked For,MornMa0
Vince Tobin,Defensive Coordinator,Employed,MornMa0
Romeo Crennel,"Assistant Head Coach, Offensive Coordinator",Worked For,CartMa0
Al Groh,Running Backs,Worked For,CartMa0
Todd Haley,Assistant Head Coach,Worked For,CartMa0
Marty Mornhinweg,Offensive Coordinator,Worked For,CartMa0
Bill Parcells,"Offensive Coordinator, Running Backs",Worked For,CartMa0
Ken Whisenhunt,Running Backs,Worked For,CartMa0
Gunther Cunningham,Defensive Coordinator,Worked For,SchoKu0
Steve Mariucci,Defensive Coordinator,Worked For,SchoKu0
Mike Martz,Secondary,Worked For,SchoKu0
Mike McCarthy,Secondary,Worked For,SchoKu0
Marty Mornhinweg,Defensive Coordinator,Worked For,SchoKu0
Marty Schottenheimer,"Defensive Backs, Defensive Coordinator, Special Teams",Worked For,SchoKu0
Mike Sherman,Defensive Backs,Worked For,SchoKu0
Mike Singletary,Special Teams,Worked For,SchoKu0
Rob Chudzinski,Defensive Coordinator,Worked For,HortRa0
Bruce Coslet,Defensive Backs Coach,Worked For,HortRa0
Bill Cowher,Asst. Defensive Backs Coach,Worked For,HortRa0
Jay Gruden,Defensive Backs,Worked For,HortRa0
Hue Jackson,Defensive Coordinator,Worked For,HortRa0
Dick LeBeau,Safeties Coach,Worked For,HortRa0
Steve Mariucci,Secondary Coach,Worked For,HortRa0
Marty Mornhinweg,Secondary Coach,Worked For,HortRa0
Mike Tomlin,"Assistant Coach, Defensive Backs Coach",Worked For,HortRa0
Norv Turner,"Assistant Coach, Asst. Defensive Backs Coach",Worked For,HortRa0
Ken Whisenhunt,Defensive Coordinator,Worked For,HortRa0
Tom Cable,Defensive Coordinator,Worked For,MarsJo0
Rod Dowhower,Defensive Line,Worked For,MarsJo0
Dan Henning,Defensive Coordinator,Worked For,MarsJo0
Mike Holmgren,"Defensive Coordinator, Linebackers, Linebackers/Interim DC",Worked For,MarsJo0
Steve Mariucci,Defensive Coordinator,Worked For,MarsJo0
Ron Meyer,Defensive Line,Worked For,MarsJo0
Marty Mornhinweg,Defensive Line,Worked For,MarsJo0
George Seifert,"Defensive Coordinator, Defensive Line, Linebackers",Worked For,MarsJo0
Bart Starr,Linebackers,Worked For,MarsJo0
Mike Holmgren,"Offensive Coordinator, Tight Ends/Assistant Offensive Line",Worked For,SherMi0
Gary Kubiak,"Assistant Head Coach/Offense, Offensive Coordinator",Worked For,SherMi0
Joe Philbin,Offensive Coordinator,Worked For,SherMi0
Jim Bates,Defensive Coordinator,Employed,SherMi0
Darrell Bevell,"Offensive Asst., Quarterbacks",Employed,SherMi0
Joe Philbin,"Asst. Offensive Line, Tight Ends/Asst. Offensive Line",Employed,SherMi0
Vince Tobin,Special Assistant,Employed,SherMi0
Gunther Cunningham,Quarterbacks,Worked For,RossTo0
Jerry Glanville,Quarterbacks,Worked For,RossTo0
Mike Sherman,Offensive Coordinator,Worked For,RossTo0
Dave Wannstedt,Wide Receivers/TE,Worked For,RossTo0
Pete Carroll,Secondary,Worked For,DonaEd0
Bruce Coslet,Secondary,Worked For,DonaEd0
Vic Fangio,Defensive Coordinator,Worked For,DonaEd0
John Fox,Secondary,Worked For,DonaEd0
Jim Harbaugh,Secondary,Worked For,DonaEd0
Eric Mangini,Special Assistant,Worked For,DonaEd0
Josh McDaniels,Secondary,Worked For,DonaEd0
Jim Mora,Defensive Coordinator,Worked For,DonaEd0
Matt Nagy,Secondary,Worked For,DonaEd0
Kevin O'Connell,Defensive Coordinator,Worked For,DonaEd0
Mike Shanahan,Secondary,Worked For,DonaEd0
Mike Sherman,Defensive Coordinator,Worked For,DonaEd0
Pete Carroll,Offensive Line,Worked For,BeigLa0
Bruce Coslet,Offensive Line,Worked For,BeigLa0
Jeff Fisher,Offensive Line,Worked For,BeigLa0
Dan Henning,"Offensive Coordinator, Offensive Line",Worked For,BeigLa0
Jimmy Johnson,Offensive Line,Worked For,BeigLa0
Rod Marinelli,Offensive Line,Worked For,BeigLa0
Ray Perkins,Offensive Line,Worked For,BeigLa0
Ray Rhodes,Offensive Line,Worked For,BeigLa0
Mike Sherman,Offensive Line,Worked For,BeigLa0
Pete Carroll,Offensive Coordinator,Worked For,BeveDa0
Brad Childress,Offensive Coordinator,Worked For,BeveDa0
Leslie Frazier,Offensive Coordinator,Worked For,BeveDa0
Mike McDaniel,Quarterbacks/Passing Game Coordinator,Worked For,BeveDa0
Urban Meyer,Offensive Coordinator,Worked For,BeveDa0
Matt Patricia,Offensive Coordinator,Worked For,BeveDa0
Mike Sherman,"Offensive Asst., Quarterbacks",Worked For,BeveDa0
Ron Meyer,Running Backs,Worked For,CrooSy0
Gary Moeller,Offensive Coordinator,Worked For,CrooSy0
Mike Mularkey,Running Backs,Worked For,CrooSy0
Mike Munchak,Running Backs,Worked For,CrooSy0
Ray Perkins,Running Backs,Worked For,CrooSy0
Bobby Ross,"Offensive Coordinator, Running Backs",Worked For,CrooSy0
Mike Sherman,Running Backs,Worked For,CrooSy0
Steve Spagnuolo,Running Backs,Worked For,CrooSy0
Ken Whisenhunt,Running Backs,Worked For,CrooSy0
Richard Williamson,Running Backs,Worked For,CrooSy0
Mike McCarthy,Offensive Coordinator,Worked For,JagoJe0
Jim Mora,"Offensive Line, Tight Ends",Worked For,JagoJe0
Raheem Morris,Offensive Coordinator,Worked For,JagoJe0
Ray Rhodes,Tight Ends,Worked For,JagoJe0
Mike Sherman,Tight Ends,Worked For,JagoJe0
Pete Carroll,Offensive Coordinator,Worked For,SherRa0
Bill Cowher,OC/QBs,Worked For,SherRa0
Jeff Fisher,Wide Receivers,Worked For,SherRa0
Jason Garrett,Wide Receivers,Worked For,SherRa0
Jerry Glanville,"Offensive Coordinator, Running Backs, Wide Receivers",Worked For,SherRa0
Dennis Green,"Offensive Coordinator, Quarterbacks",Worked For,SherRa0
Wade Phillips,Wide Receivers,Worked For,SherRa0
George Seifert,"Running Backs, Wide Receivers",Worked For,SherRa0
Mike Sherman,Wide Receivers,Worked For,SherRa0
Jimmy Johnson,Defensive Asistant,Worked For,SlowBo0
Chris Palmer,Defensive Coordinator,Worked For,SlowBo0
Mike Shanahan,"Defensive Coordinator, Linebackers, Secondary",Worked For,SlowBo0
Mike Sherman,"Defensive Backs, Defensive Coordinator",Worked For,SlowBo0
Dave Wannstedt,Defensive Coordinator,Worked For,SlowBo0
Cam Cameron,Defensive Coordinator,Worked For,CapeDo0
Dan Campbell,Senior Defensive Asst.,Worked For,CapeDo0
Dave Canales,Senior Defensive Asst.,Worked For,CapeDo0
Tom Coughlin,Defensive Coordinator,Worked For,CapeDo0
Bill Cowher,Defensive Coordinator,Worked For,CapeDo0
Nathaniel Hackett,Senior Defensive Asst.,Worked For,CapeDo0
Doug Marrone,Senior Defensive Asst.,Worked For,CapeDo0
Mike McCarthy,Defensive Coordinator,Worked For,CapeDo0
Jim Mora,Defensive Backs,Worked For,CapeDo0
Frank Reich,Senior Defensive Asst.,Worked For,CapeDo0
Nick Saban,Defensive Coordinator,Worked For,CapeDo0
Mike Zimmer,Senior Defensive Asst.,Worked For,CapeDo0
Vic Fangio,Defensive Coordinator,Employed,CapeDo0
Chris Palmer,Offensive Coordinator,Employed,CapeDo0
Robert Saleh,Defensive Intern,Employed,CapeDo0
Richard Williamson,Wide Receivers,Employed,CapeDo0
Dom Capers,Offensive Coordinator,Worked For,PalmCh0
Tom Coughlin,"Offensive Coordinator, Quarterbacks",Worked For,PalmCh0
Jim Harbaugh,Offensive Assistant,Worked For,PalmCh0
Mike Munchak,Offensive Coordinator,Worked For,PalmCh0
Bill Parcells,"Quarterbacks, Wide Receivers",Worked For,PalmCh0
Jack Pardee,Wide Receivers,Worked For,PalmCh0
Rex Ryan,Sr. Offensive Assistant,Worked For,PalmCh0
Romeo Crennel,Defensive Coordinator/Defensive Line,Employed,PalmCh0
Ray Perkins,"Running Backs, Tight Ends",Employed,PalmCh0
Tony Sparano,"Offensive Line, Offensive Quality Control",Employed,PalmCh0
Ken Whisenhunt,Tight Ends,Employed,PalmCh0
Brian Billick,Linebackers,Worked For,FangVi0
Dom Capers,Defensive Coordinator,Worked For,FangVi0
John Fox,Defensive Coordinator,Worked For,FangVi0
Jim Harbaugh,Defensive Coordinator,Worked For,FangVi0
John Harbaugh,Linebackers,Worked For,FangVi0
Mike McDaniel,Defensive Coordinator,Worked For,FangVi0
Jim Mora,"Defensive Coordinator, Linebackers",Worked For,FangVi0
Matt Nagy,Defensive Coordinator,Worked For,FangVi0
Nick Sirianni,"Consultant, Defensive Coordinator",Worked For,FangVi0
Mike Munchak,Offensive Line,Employed,FangVi0
Pat Shurmur,Offensive Coordinator,Employed,FangVi0
Brandon Staley,Outside Linebackers,Employed,FangVi0
Dom Capers,Wide Receivers,Worked For,BrowKi0
Pete Carroll,Wide Receivers,Worked For,BrowKi0
Bruce Coslet,Running Backs,Worked For,BrowKi0
Jimmy Johnson,"Offensive Coordinator, Running Backs",Worked For,BrowKi0
Rod Marinelli,"Assoc. HC/Passing Game, Wide Receivers",Worked For,BrowKi0
Mike Sherman,Running Backs,Worked For,BrowKi0
Sam Wyche,Running Backs,Worked For,BrowKi0
Bill Belichick,Quarterbacks,Worked For,FiscJe0
Brian Billick,Asst. Quarterbacks/Wide Receivers,Worked For,FiscJe0
Gus Bradley,Offensive Coordinator,Worked For,FiscJe0
Dom Capers,Defensive Quality Control,Worked For,FiscJe0
Pete Carroll,Quarterbacks,Worked For,FiscJe0
Sean McVay,"Asst. Offensive Coordinator, Offensive Asistant",Worked For,FiscJe0
Mike Shanahan,Wide Receivers,Worked For,FiscJe0
Dennis Allen,Defensive Line,Worked For,GranTo0
Dom Capers,Defensive Line,Worked For,GranTo0
Romeo Crennel,Defensive Coordinator,Worked For,GranTo0
Jim Mora,Defensive Line,Worked For,GranTo0
Wade Phillips,Defensive Line,Worked For,GranTo0
Dom Capers,Running Backs,Worked For,HarrCh0
Chuck Knox,"Offensive Backs, Offensive Coordinator, Running Backs",Worked For,HarrCh0
Gary Kubiak,Running Backs,Worked For,HarrCh0
George Seifert,Running Backs,Worked For,HarrCh0
Brian Billick,Assistant OL,Worked For,RomaGr0
Dom Capers,"Asst. Strength & Conditioning, Def. Quality Control, Off. Quality Control, Quarterbacks, Tight Ends",Worked For,RomaGr0
Jim Harbaugh,Offensive Coordinator,Worked For,RomaGr0
