type,coach,coach_id,team_name,season,off_scheme,def_scheme
Other Notable Asst.,Terry Robiskie,RobiTe0,Cleveland Browns,2003,Air Coryell,4-3
Other Notable Asst.,Jerry Rosburg,RosbJe0,Cleveland Browns,2003,Air Coryell,4-3
Other Notable Asst.,Carl Smith,SmitCa0,Cleveland Browns,2003,Air Coryell,4-3
Head Coach/General Manager,Butch Davis,/executives/DaviBu0,Cleveland Browns,2003,Air Coryell,4-3
Coach,Bill Parcells,ParcBi0,Dallas Cowboys,2003,Erhardt-Perkins,4-3
Offensive Coordinator,Maurice Carthon,CartMa0,Dallas Cowboys,2003,Erhardt-Perkins,4-3
Defensive Coordinator,Mike Zimmer,ZimmMi0,Dallas Cowboys,2003,Erhardt-Perkins,4-3
Other Notable Asst.,Gary Gibbs,GibbGa0,Dallas Cowboys,2003,Erhardt-Perkins,4-3
Other Notable Asst.,Sean Payton,PaytSe0,Dallas Cowboys,2003,Erhardt-Perkins,4-3
Other Notable Asst.,Kacy Rodgers,RodgKa0,Dallas Cowboys,2003,Erhardt-Perkins,4-3
Other Notable Asst.,Tony Sparano,SparTo0,Dallas Cowboys,2003,Erhardt-Perkins,4-3
Coach,Mike Shanahan,ShanMi0,Denver Broncos,2003,West Coast,4-3
Offensive Coordinator,Gary Kubiak,KubiGa0,Denver Broncos,2003,West Coast,4-3
Defensive Coordinator,Larry Coyer,CoyeLa0,Denver Broncos,2003,West Coast,4-3
Other Notable Asst.,Frank Bush,BushFr0,Denver Broncos,2003,West Coast,4-3
Other Notable Asst.,Troy Calhoun,CalhTr0,Denver Broncos,2003,West Coast,4-3
Other Notable Asst.,Rick Dennison,DennRi0,Denver Broncos,2003,West Coast,4-3
Other Notable Asst.,Keith Millard,MillKe0,Denver Broncos,2003,West Coast,4-3
Coach,Steve Mariucci,MariSt0,Detroit Lions,2003,West Coast,4-3
Offensive Coordinator,Sherman Lewis,LewiSh0,Detroit Lions,2003,West Coast,4-3
Defensive Coordinator,Kurt Schottenheimer,SchoKu0,Detroit Lions,2003,West Coast,4-3
Other Notable Asst.,Adam Gase,GaseAd0,Detroit Lions,2003,West Coast,4-3
Other Notable Asst.,Ray Horton,HortRa0,Detroit Lions,2003,West Coast,4-3
Other Notable Asst.,Richard Smith,SmitRi0,Detroit Lions,2003,West Coast,4-3
Coach,Mike Sherman,SherMi0,Green Bay Packers,2003,West Coast,4-3
Offensive Coordinator,Tom Rossley,RossTo0,Green Bay Packers,2003,West Coast,4-3
Defensive Coordinator,Ed Donatell,DonaEd0,Green Bay Packers,2003,West Coast,4-3
Other Notable Asst.,Larry Beightol,BeigLa0,Green Bay Packers,2003,West Coast,4-3
Other Notable Asst.,Darrell Bevell,BeveDa0,Green Bay Packers,2003,West Coast,4-3
Other Notable Asst.,Sylvester Croom,CrooSy0,Green Bay Packers,2003,West Coast,4-3
Other Notable Asst.,Mark Duffner,DuffMa0,Green Bay Packers,2003,West Coast,4-3
Other Notable Asst.,Jeff Jagodzinski,JagoJe0,Green Bay Packers,2003,West Coast,4-3
Other Notable Asst.,Joe Philbin,PhilJo0,Green Bay Packers,2003,West Coast,4-3
Other Notable Asst.,Ray Sherman,SherRa0,Green Bay Packers,2003,West Coast,4-3
Other Notable Asst.,Bob Slowik,SlowBo0,Green Bay Packers,2003,West Coast,4-3
Head Coach/General Manager,Mike Sherman,/executives/SherMi0,Green Bay Packers,2003,West Coast,4-3
Coach,Dom Capers,CapeDo0,Houston Texans,2003,Erhardt-Perkins,3-4
Offensive Coordinator,Chris Palmer,PalmCh0,Houston Texans,2003,Erhardt-Perkins,3-4
Defensive Coordinator,Vic Fangio,FangVi0,Houston Texans,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Kippy Brown,BrowKi0,Houston Texans,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Jedd Fisch,FiscJe0,Houston Texans,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Todd Grantham,GranTo0,Houston Texans,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Chick Harris,HarrCh0,Houston Texans,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Greg Roman,RomaGr0,Houston Texans,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Brian Stewart,StewBr0,Houston Texans,2003,Erhardt-Perkins,3-4
Coach,Tony Dungy,DungTo0,Indianapolis Colts,2003,Air Coryell,4-3
Offensive Coordinator,Tom Moore,MoorTo0,Indianapolis Colts,2003,Air Coryell,4-3
Defensive Coordinator,Ron Meeks,MeekRo0,Indianapolis Colts,2003,Air Coryell,4-3
Other Notable Asst.,Jim Caldwell,CaldJi0,Indianapolis Colts,2003,Air Coryell,4-3
Other Notable Asst.,Clyde Christensen,ChriCl0,Indianapolis Colts,2003,Air Coryell,4-3
Other Notable Asst.,Chris Foerster,FoerCh0,Indianapolis Colts,2003,Air Coryell,4-3
Other Notable Asst.,Alan Williams,WillAl0,Indianapolis Colts,2003,Air Coryell,4-3
Coach,Jack Del Rio,DelRJa0,Jacksonville Jaguars,2003,West Coast,4-3
Offensive Coordinator,Bill Musgrave,MusgBi0,Jacksonville Jaguars,2003,West Coast,4-3
Defensive Coordinator,Mike Smith,SmitMi0,Jacksonville Jaguars,2003,West Coast,4-3
Other Notable Asst.,Ken Anderson,AndeKe0,Jacksonville Jaguars,2003,West Coast,4-3
Other Notable Asst.,Anthony Lynn,LynnAn0,Jacksonville Jaguars,2003,West Coast,4-3
Other Notable Asst.,Mike Sullivan,SullMi0,Jacksonville Jaguars,2003,West Coast,4-3
Coach,Dick Vermeil,VermDi0,Kansas City Chiefs,2003,Air Coryell,4-3
Offensive Coordinator,Al Saunders,SaunAl0,Kansas City Chiefs,2003,Air Coryell,4-3
Defensive Coordinator,Greg Robinson,RobiGr0,Kansas City Chiefs,2003,Air Coryell,4-3
Other Notable Asst.,Peter Giunta,GiunPe0,Kansas City Chiefs,2003,Air Coryell,4-3
Other Notable Asst.,Chad O'Shea,OSheCh0,Kansas City Chiefs,2003,Air Coryell,4-3
Other Notable Asst.,Keith Rowen,RoweKe0,Kansas City Chiefs,2003,Air Coryell,4-3
Other Notable Asst.,Terry Shea,SheaTe0,Kansas City Chiefs,2003,Air Coryell,4-3
Other Notable Asst.,Mike Solari,SolaMi0,Kansas City Chiefs,2003,Air Coryell,4-3
Other Notable Asst.,Joe Vitt,VittJo0,Kansas City Chiefs,2003,Air Coryell,4-3
Coach,Bill Callahan,CallBi0,Las Vegas Raiders,2003,West Coast,4-3
Offensive Coordinator,Marc Trestman,TresMa0,Las Vegas Raiders,2003,West Coast,4-3
Defensive Coordinator,Chuck Bresnahan,BresCh0,Las Vegas Raiders,2003,West Coast,4-3
Other Notable Asst.,Jim Harbaugh,HarbJi0,Las Vegas Raiders,2003,West Coast,4-3
Other Notable Asst.,Aaron Kromer,KromAa0,Las Vegas Raiders,2003,West Coast,4-3
Other Notable Asst.,Ron Lynn,LynnRo0,Las Vegas Raiders,2003,West Coast,4-3
Other Notable Asst.,John Morton,MortJo0,Las Vegas Raiders,2003,West Coast,4-3
Other Notable Asst.,Fred Pagac,PagaFr0,Las Vegas Raiders,2003,West Coast,4-3
Coach,Marty Schottenheimer,SchoMa0,Los Angeles Chargers,2003,Air Coryell,4-3
Offensive Coordinator,Cam Cameron,CameCa0,Los Angeles Chargers,2003,Air Coryell,4-3
Defensive Coordinator,Dale Lindsey,LindDa0,Los Angeles Chargers,2003,Air Coryell,4-3
Other Notable Asst.,Pete Carmichael,CarmPe0,Los Angeles Chargers,2003,Air Coryell,4-3
Other Notable Asst.,Steve Crosby,CrosSt0,Los Angeles Chargers,2003,Air Coryell,4-3
Other Notable Asst.,Greg Manusky,ManuGr0,Los Angeles Chargers,2003,Air Coryell,4-3
Other Notable Asst.,John Pagano,PagaJo0,Los Angeles Chargers,2003,Air Coryell,4-3
Other Notable Asst.,Brian Schottenheimer,SchoBr0,Los Angeles Chargers,2003,Air Coryell,4-3
Other Notable Asst.,Clarence Shelmon,ShelCl0,Los Angeles Chargers,2003,Air Coryell,4-3
Coach,Mike Martz,MartMi0,Los Angeles Rams,2003,Air Coryell,4-3
Offensive Coordinator,Steve Fairchild,FairSt0,Los Angeles Rams,2003,Air Coryell,4-3
Defensive Coordinator,Lovie Smith,SmitLo0,Los Angeles Rams,2003,Air Coryell,4-3
Other Notable Asst.,Bob Babich,BabiBo0,Los Angeles Rams,2003,Air Coryell,4-3
Other Notable Asst.,Perry Fewell,FewePe0,Los Angeles Rams,2003,Air Coryell,4-3
Other Notable Asst.,Jim Hanifan,HaniJi0,Los Angeles Rams,2003,Air Coryell,4-3
Coach,Dave Wannstedt,WannDa0,Miami Dolphins,2003,Air Coryell,4-3
Offensive Coordinator,Norv Turner,TurnNo0,Miami Dolphins,2003,Air Coryell,4-3
Defensive Coordinator,Jim Bates,BateJi0,Miami Dolphins,2003,Air Coryell,4-3
Other Notable Asst.,Bob Sanders,SandBo0,Miami Dolphins,2003,Air Coryell,4-3
Head Coach/Player Personnel,Dave Wannstedt,/executives/WannDa0,Miami Dolphins,2003,Air Coryell,4-3
Coach,Mike Tice,TiceMi0,Minnesota Vikings,2003,Balanced,4-3
Offensive Coordinator,Scott Linehan,LineSc0,Minnesota Vikings,2003,Balanced,4-3
Defensive Coordinator,George O'Leary,O'LeGe0,Minnesota Vikings,2003,Balanced,4-3
Other Notable Asst.,Todd Downing,DownTo0,Minnesota Vikings,2003,Balanced,4-3
Other Notable Asst.,Steve Loney,LoneSt0,Minnesota Vikings,2003,Balanced,4-3
Other Notable Asst.,Rusty Tillman,TillRu0,Minnesota Vikings,2003,Balanced,4-3
Coach,Bill Belichick,BeliBi0,New England Patriots,2003,Erhardt-Perkins,4-3
Offensive Coordinator,Charlie Weis,WeisCh0,New England Patriots,2003,Erhardt-Perkins,4-3
Defensive Coordinator,Romeo Crennel,CrenRo0,New England Patriots,2003,Erhardt-Perkins,4-3
Other Notable Asst.,Brian Daboll,DaboBr0,New England Patriots,2003,Erhardt-Perkins,4-3
Other Notable Asst.,Jeff Davidson,DaviJe0,New England Patriots,2003,Erhardt-Perkins,4-3
Other Notable Asst.,John Hufnagel,HufnJo0,New England Patriots,2003,Erhardt-Perkins,4-3
Other Notable Asst.,Eric Mangini,MangEr0,New England Patriots,2003,Erhardt-Perkins,4-3
Other Notable Asst.,Josh McDaniels,McDaJo0,New England Patriots,2003,Erhardt-Perkins,4-3
Other Notable Asst.,Rob Ryan,RyanRo0,New England Patriots,2003,Erhardt-Perkins,4-3
Head Coach/de facto General Manager,Bill Belichick,/executives/BeliBi0,New England Patriots,2003,Erhardt-Perkins,4-3
Coach,Jim Haslett,HaslJi0,New Orleans Saints,2003,West Coast,4-3
Offensive Coordinator,Mike McCarthy,McCaMi0,New Orleans Saints,2003,West Coast,4-3
Defensive Coordinator,Rick Venturi,VentRi0,New Orleans Saints,2003,West Coast,4-3
Other Notable Asst.,Dave Atkins,AtkiDa0,New Orleans Saints,2003,West Coast,4-3
Other Notable Asst.,Mike Sheppard,ShepMi0,New Orleans Saints,2003,West Coast,4-3
Coach,Jim Fassel,FassJi0,New York Giants,2003,West Coast,4-3
Defensive Coordinator,Johnny Lynn,LynnJo0,New York Giants,2003,West Coast,4-3
Other Notable Asst.,Tom Olivadotti,OlivTo0,New York Giants,2003,West Coast,4-3
Other Notable Asst.,Mike Pope,PopeMi0,New York Giants,2003,West Coast,4-3
Other Notable Asst.,Rod Rust,RustRo0,New York Giants,2003,West Coast,4-3
Other Notable Asst.,Turk Schonert,SchoTu0,New York Giants,2003,West Coast,4-3
Other Notable Asst.,Eric Studesville,StudEr0,New York Giants,2003,West Coast,4-3
Coach,Herm Edwards,EdwaHe0,New York Jets,2003,West Coast,4-3
Offensive Coordinator,Paul Hackett,HackPa0,New York Jets,2003,West Coast,4-3
Defensive Coordinator,Ted Cottrell,CottTe0,New York Jets,2003,West Coast,4-3
Other Notable Asst.,Pep Hamilton,HamiPe0,New York Jets,2003,West Coast,4-3
Other Notable Asst.,Jim Hostler,HostJi0,New York Jets,2003,West Coast,4-3
Other Notable Asst.,Doug Marrone,MarrDo0,New York Jets,2003,West Coast,4-3
Other Notable Asst.,Jimmy Raye,RayeJi0,New York Jets,2003,West Coast,4-3
Other Notable Asst.,Bob Sutton,SuttBo0,New York Jets,2003,West Coast,4-3
Coach,Andy Reid,ReidAn0,Philadelphia Eagles,2003,West Coast,4-3
Offensive Coordinator,Brad Childress,ChilBr0,Philadelphia Eagles,2003,West Coast,4-3
Defensive Coordinator,Jim Johnson,JohnJi1,Philadelphia Eagles,2003,West Coast,4-3
Other Notable Asst.,Juan Castillo,CastJu0,Philadelphia Eagles,2003,West Coast,4-3
Other Notable Asst.,David Culley,CullDa0,Philadelphia Eagles,2003,West Coast,4-3
Other Notable Asst.,John Harbaugh,HarbJo0,Philadelphia Eagles,2003,West Coast,4-3
Other Notable Asst.,Sean McDermott,McDeSe0,Philadelphia Eagles,2003,West Coast,4-3
Other Notable Asst.,Marty Mornhinweg,MornMa0,Philadelphia Eagles,2003,West Coast,4-3
Other Notable Asst.,Ron Rivera,RiveRo0,Philadelphia Eagles,2003,West Coast,4-3
Other Notable Asst.,Pat Shurmur,ShurPa0,Philadelphia Eagles,2003,West Coast,4-3
Other Notable Asst.,Steve Spagnuolo,SpagSt0,Philadelphia Eagles,2003,West Coast,4-3
Head Coach/General Manager,Andy Reid,/executives/ReidAn0,Philadelphia Eagles,2003,West Coast,4-3
Coach,Bill Cowher,CowhBi0,Pittsburgh Steelers,2003,Erhardt-Perkins,3-4
Offensive Coordinator,Mike Mularkey,MulaMi0,Pittsburgh Steelers,2003,Erhardt-Perkins,3-4
Defensive Coordinator,Tim Lewis,LewiTi0,Pittsburgh Steelers,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Keith Butler,ButlKe0,Pittsburgh Steelers,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Tom Clements,ClemTo0,Pittsburgh Steelers,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Mike Miller,MillMi0,Pittsburgh Steelers,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Willy Robinson,RobiWi0,Pittsburgh Steelers,2003,Erhardt-Perkins,3-4
Other Notable Asst.,Ken Whisenhunt,WhisKe0,Pittsburgh Steelers,2003,Erhardt-Perkins,3-4
Coach,Dennis Erickson,EricDe0,San Francisco 49ers,2003,Spread,4-3
Offensive Coordinator,Greg Knapp,KnapGr0,San Francisco 49ers,2003,Spread,4-3
Defensive Coordinator,Jim Mora,MoraJi1,San Francisco 49ers,2003,Spread,4-3
Other Notable Asst.,Greg McMackin,McMaGr0,San Francisco 49ers,2003,Spread,4-3
Other Notable Asst.,Dan Quinn,QuinDa0,San Francisco 49ers,2003,Spread,4-3
Other Notable Asst.,Jason Tarver,TarvJa0,San Francisco 49ers,2003,Spread,4-3
Other Notable Asst.,Ted Tollner,TollTe0,San Francisco 49ers,2003,Spread,4-3
Coach,Mike Holmgren,HolmMi0,Seattle Seahawks,2003,West Coast,4-3
Offensive Coordinator,Gil Haskell,HaskGi0,Seattle Seahawks,2003,West Coast,4-3
Defensive Coordinator,Ray Rhodes,RhodRa0,Seattle Seahawks,2003,West Coast,4-3
Other Notable Asst.,Teryl Austin,AustTe0,Seattle Seahawks,2003,West Coast,4-3
Other Notable Asst.,Jim Lind,LindJi0,Seattle Seahawks,2003,West Coast,4-3
Other Notable Asst.,John Marshall,MarsJo0,Seattle Seahawks,2003,West Coast,4-3
Other Notable Asst.,Jim Zorn,ZornJi0,Seattle Seahawks,2003,West Coast,4-3
Coach,Jon Gruden,GrudJo0,Tampa Bay Buccaneers,2003,West Coast,4-3
Offensive Coordinator,Bill Muir,MuirBi0,Tampa Bay Buccaneers,2003,West Coast,4-3
Defensive Coordinator,Monte Kiffin,KiffMo0,Tampa Bay Buccaneers,2003,West Coast,4-3
Other Notable Asst.,Joe Barry,BarrJo0,Tampa Bay Buccaneers,2003,West Coast,4-3
Other Notable Asst.,Jeremy Bates,BateJe0,Tampa Bay Buccaneers,2003,West Coast,4-3
Other Notable Asst.,Rich Bisaccia,BisaRi0,Tampa Bay Buccaneers,2003,West Coast,4-3
Other Notable Asst.,Jay Gruden,GrudJa0,Tampa Bay Buccaneers,2003,West Coast,4-3
Other Notable Asst.,Rod Marinelli,MariRo0,Tampa Bay Buccaneers,2003,West Coast,4-3
Other Notable Asst.,Raheem Morris,MorrRa0,Tampa Bay Buccaneers,2003,West Coast,4-3
Other Notable Asst.,Mike Tomlin,TomlMi0,Tampa Bay Buccaneers,2003,West Coast,4-3
Coach,Jeff Fisher,FishJe0,Tennessee Titans,2003,West Coast,4-3
Offensive Coordinator,Mike Heimerdinger,HeimMi0,Tennessee Titans,2003,West Coast,4-3
Defensive Coordinator,Jim Schwartz,SchwJi0,Tennessee Titans,2003,West Coast,4-3
Other Notable Asst.,Chuck Cecil,CeciCh0,Tennessee Titans,2003,West Coast,4-3
Other Notable Asst.,Gunther Cunningham,CunnGu0,Tennessee Titans,2003,West Coast,4-3
Other Notable Asst.,George Henshaw,HensGe0,Tennessee Titans,2003,West Coast,4-3
Other Notable Asst.,Mike Munchak,MuncMi0,Tennessee Titans,2003,West Coast,4-3
Other Notable Asst.,Sherman Smith,SmitSh0,Tennessee Titans,2003,West Coast,4-3
Coach,Steve Spurrier,SpurSt0,Washington Commanders,2003,Spread,4-3
Offensive Coordinator,Hue Jackson,JackHu0,Washington Commanders,2003,Spread,4-3
Defensive Coordinator,George Edwards,EdwaGe0,Washington Commanders,2003,Spread,4-3
Other Notable Asst.,Paul Guenther,GuenPa0,Washington Commanders,2003,Spread,4-3
Coach,Dennis Green,GreeDe0,Arizona Cardinals,2004,West Coast,4-3
Offensive Coordinator,Alex Wood,WoodAl0,Arizona Cardinals,2004,West Coast,4-3
Defensive Coordinator,Clancy Pendergast,PendCl0,Arizona Cardinals,2004,West Coast,4-3
Other Notable Asst.,Frank Bush,BushFr0,Arizona Cardinals,2004,West Coast,4-3
Other Notable Asst.,Mike Kruczek,KrucMi0,Arizona Cardinals,2004,West Coast,4-3
Coach,Jim Mora,MoraJi1,Atlanta Falcons,2004,West Coast,4-3
Offensive Coordinator,Greg Knapp,KnapGr0,Atlanta Falcons,2004,West Coast,4-3
Defensive Coordinator,Ed Donatell,DonaEd0,Atlanta Falcons,2004,West Coast,4-3
Other Notable Asst.,Dennis Allen,AlleDe0,Atlanta Falcons,2004,West Coast,4-3
Other Notable Asst.,Jeff Jagodzinski,JagoJe0,Atlanta Falcons,2004,West Coast,4-3
Other Notable Asst.,Emmitt Thomas,ThomEm0,Atlanta Falcons,2004,West Coast,4-3
Coach,Brian Billick,BillBr0,Baltimore Ravens,2004,West Coast,3-4
Offensive Coordinator,Matt Cavanaugh,CavaMa0,Baltimore Ravens,2004,West Coast,3-4
Defensive Coordinator,Mike Nolan,NolaMi0,Baltimore Ravens,2004,West Coast,3-4
Other Notable Asst.,Jim Colletto,CollJi0,Baltimore Ravens,2004,West Coast,3-4
Other Notable Asst.,Jim Fassel,FassJi0,Baltimore Ravens,2004,West Coast,3-4
Other Notable Asst.,Jedd Fisch,FiscJe0,Baltimore Ravens,2004,West Coast,3-4
Other Notable Asst.,Johnny Lynn,LynnJo0,Baltimore Ravens,2004,West Coast,3-4
Other Notable Asst.,Mike Pettine,PettMi0,Baltimore Ravens,2004,West Coast,3-4
Other Notable Asst.,Rex Ryan,RyanRe0,Baltimore Ravens,2004,West Coast,3-4
Other Notable Asst.,Mike Singletary,SingMi0,Baltimore Ravens,2004,West Coast,3-4
Other Notable Asst.,Dennis Thurman,ThurDe0,Baltimore Ravens,2004,West Coast,3-4
Coach,Mike Mularkey,MulaMi0,Buffalo Bills,2004,Erhardt-Perkins,4-3
Offensive Coordinator,Tom Clements,ClemTo0,Buffalo Bills,2004,Erhardt-Perkins,4-3
Defensive Coordinator,Jerry Gray,GrayJe0,Buffalo Bills,2004,Erhardt-Perkins,4-3
Other Notable Asst.,Don Blackmon,BlacDo0,Buffalo Bills,2004,Erhardt-Perkins,4-3
Other Notable Asst.,Mike Miller,MillMi0,Buffalo Bills,2004,Erhardt-Perkins,4-3
Other Notable Asst.,Eric Studesville,StudEr0,Buffalo Bills,2004,Erhardt-Perkins,4-3
Other Notable Asst.,Sam Wyche,WychSa0,Buffalo Bills,2004,Erhardt-Perkins,4-3
Coach,John Fox,FoxxJo0,Carolina Panthers,2004,Air Coryell,4-3
Offensive Coordinator,Dan Henning,HennDa0,Carolina Panthers,2004,Air Coryell,4-3
Defensive Coordinator,Mike Trgovac,TrgoMi0,Carolina Panthers,2004,Air Coryell,4-3
Other Notable Asst.,Ken Flajole,FlajKe0,Carolina Panthers,2004,Air Coryell,4-3
Other Notable Asst.,Mike McCoy,McCoMi1,Carolina Panthers,2004,Air Coryell,4-3
Other Notable Asst.,Jim Skipper,SkipJi0,Carolina Panthers,2004,Air Coryell,4-3
Other Notable Asst.,Richard Williamson,WillRi0,Carolina Panthers,2004,Air Coryell,4-3
Coach,Lovie Smith,SmitLo0,Chicago Bears,2004,NA,4-3
Offensive Coordinator,Terry Shea,SheaTe0,Chicago Bears,2004,NA,4-3
Defensive Coordinator,Ron Rivera,RiveRo0,Chicago Bears,2004,NA,4-3
Other Notable Asst.,Bob Babich,BabiBo0,Chicago Bears,2004,NA,4-3
Other Notable Asst.,Rob Boras,BoraRo0,Chicago Bears,2004,NA,4-3
Other Notable Asst.,Harold Goodwin,GoodHa0,Chicago Bears,2004,NA,4-3
Coach,Marvin Lewis,LewiMa0,Cincinnati Bengals,2004,Air Coryell,4-3
Offensive Coordinator,Bob Bratkowski,BratBo0,Cincinnati Bengals,2004,Air Coryell,4-3
Defensive Coordinator,Leslie Frazier,FrazLe0,Cincinnati Bengals,2004,Air Coryell,4-3
Other Notable Asst.,Chuck Bresnahan,BresCh0,Cincinnati Bengals,2004,Air Coryell,4-3
Other Notable Asst.,Kevin Coyle,CoylKe0,Cincinnati Bengals,2004,Air Coryell,4-3
Other Notable Asst.,Hue Jackson,JackHu0,Cincinnati Bengals,2004,Air Coryell,4-3
Other Notable Asst.,Ken Zampese,ZampKe0,Cincinnati Bengals,2004,Air Coryell,4-3
Coach,Terry Robiskie,RobiTe0,Cleveland Browns,2004,Air Coryell,4-3
Coach,Butch Davis,DaviBu0,Cleveland Browns,2004,Air Coryell,4-3
Offensive Coordinator,Rob Chudzinski,ChudRo0,Cleveland Browns,2004,Air Coryell,4-3
Offensive Coordinator,Terry Robiskie,RobiTe0,Cleveland Browns,2004,Air Coryell,4-3
Defensive Coordinator,Dave Campo,CampDa0,Cleveland Browns,2004,Air Coryell,4-3
Other Notable Asst.,Todd Bowles,BowlTo0,Cleveland Browns,2004,Air Coryell,4-3
Other Notable Asst.,George Edwards,EdwaGe0,Cleveland Browns,2004,Air Coryell,4-3
Other Notable Asst.,Chuck Pagano,PagaCh0,Cleveland Browns,2004,Air Coryell,4-3
Other Notable Asst.,Andre Patterson,PattAn0,Cleveland Browns,2004,Air Coryell,4-3
Other Notable Asst.,Jerry Rosburg,RosbJe0,Cleveland Browns,2004,Air Coryell,4-3
Head Coach/General Manager,Butch Davis,/executives/DaviBu0,Cleveland Browns,2004,Air Coryell,4-3
Coach,Bill Parcells,ParcBi0,Dallas Cowboys,2004,Erhardt-Perkins,4-3
Offensive Coordinator,Maurice Carthon,CartMa0,Dallas Cowboys,2004,Erhardt-Perkins,4-3
Defensive Coordinator,Mike Zimmer,ZimmMi0,Dallas Cowboys,2004,Erhardt-Perkins,4-3
Other Notable Asst.,Gary Gibbs,GibbGa0,Dallas Cowboys,2004,Erhardt-Perkins,4-3
Other Notable Asst.,Todd Haley,HaleTo0,Dallas Cowboys,2004,Erhardt-Perkins,4-3
Other Notable Asst.,Sean Payton,PaytSe0,Dallas Cowboys,2004,Erhardt-Perkins,4-3
Other Notable Asst.,Kacy Rodgers,RodgKa0,Dallas Cowboys,2004,Erhardt-Perkins,4-3
Other Notable Asst.,Tony Sparano,SparTo0,Dallas Cowboys,2004,Erhardt-Perkins,4-3
Coach,Mike Shanahan,ShanMi0,Denver Broncos,2004,West Coast,4-3
Offensive Coordinator,Gary Kubiak,KubiGa0,Denver Broncos,2004,West Coast,4-3
Defensive Coordinator,Larry Coyer,CoyeLa0,Denver Broncos,2004,West Coast,4-3
Other Notable Asst.,Troy Calhoun,CalhTr0,Denver Broncos,2004,West Coast,4-3
Other Notable Asst.,Rick Dennison,DennRi0,Denver Broncos,2004,West Coast,4-3
Other Notable Asst.,Keith Millard,MillKe0,Denver Broncos,2004,West Coast,4-3
Coach,Steve Mariucci,MariSt0,Detroit Lions,2004,West Coast,4-3
Offensive Coordinator,Sherman Lewis,LewiSh0,Detroit Lions,2004,West Coast,4-3
Defensive Coordinator,Dick Jauron,JaurDi0,Detroit Lions,2004,West Coast,4-3
Other Notable Asst.,Adam Gase,GaseAd0,Detroit Lions,2004,West Coast,4-3
Other Notable Asst.,Greg Olson,OlsoGr0,Detroit Lions,2004,West Coast,4-3
Other Notable Asst.,Richard Smith,SmitRi0,Detroit Lions,2004,West Coast,4-3
Coach,Mike Sherman,SherMi0,Green Bay Packers,2004,West Coast,4-3
Offensive Coordinator,Tom Rossley,RossTo0,Green Bay Packers,2004,West Coast,4-3
Defensive Coordinator,Bob Slowik,SlowBo0,Green Bay Packers,2004,West Coast,4-3
Other Notable Asst.,Larry Beightol,BeigLa0,Green Bay Packers,2004,West Coast,4-3
Other Notable Asst.,Darrell Bevell,BeveDa0,Green Bay Packers,2004,West Coast,4-3
Other Notable Asst.,Mark Duffner,DuffMa0,Green Bay Packers,2004,West Coast,4-3
Other Notable Asst.,Joe Philbin,PhilJo0,Green Bay Packers,2004,West Coast,4-3
Other Notable Asst.,Kurt Schottenheimer,SchoKu0,Green Bay Packers,2004,West Coast,4-3
Other Notable Asst.,Ray Sherman,SherRa0,Green Bay Packers,2004,West Coast,4-3
Other Notable Asst.,Vince Tobin,TobiVi0,Green Bay Packers,2004,West Coast,4-3
Head Coach/General Manager,Mike Sherman,/executives/SherMi0,Green Bay Packers,2004,West Coast,4-3
Coach,Dom Capers,CapeDo0,Houston Texans,2004,Erhardt-Perkins,3-4
Offensive Coordinator,Chris Palmer,PalmCh0,Houston Texans,2004,Erhardt-Perkins,3-4
Defensive Coordinator,Vic Fangio,FangVi0,Houston Texans,2004,Erhardt-Perkins,3-4
